atm_name,transaction_date,No_Of_Withdrawals,total_amount_withdrawn,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,working_day_W,day_type_Day of Ashura,day_type_Diwali,day_type_Easter Sunday,day_type_Eid al-Adha,day_type_Eid ul-Fitr,day_type_Feast of Pentecost,day_type_Gandhi Jayanti,day_type_Good Friday,day_type_Holi,day_type_Independence Day,day_type_Labour Day,day_type_Makar Sankranti / Pongal,day_type_Mawlid,day_type_Normal Day,day_type_Palm Sunday,day_type_Republic Day,moving_avg_7d,prev_day_withdrawals,prev_day_amount,lag_1,lag_7
KK Nagar ATM,2015-01-30,114,451500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,616400.0,108.0,490800.0,490800.0,659200.0
Christ College ATM,2015-01-30,96,402700,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,605342.8571428572,114.0,451500.0,451500.0,480100.0
Big Street ATM,2015-01-31,129,556800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,519571.4285714286,96.0,402700.0,402700.0,1157200.0
Mount Road ATM,2015-01-31,206,974800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,602300.0,129.0,556800.0,556800.0,395700.0
Airport ATM,2015-01-31,124,729500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,647214.2857142857,206.0,974800.0,974800.0,415100.0
KK Nagar ATM,2015-01-31,152,735100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,620171.4285714285,124.0,729500.0,729500.0,924400.0
Christ College ATM,2015-01-31,225,938500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,684128.5714285715,152.0,735100.0,735100.0,490800.0
Big Street ATM,2015-02-01,122,394100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,675928.5714285715,225.0,938500.0,938500.0,451500.0
Mount Road ATM,2015-02-01,142,507400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,690885.7142857143,122.0,394100.0,394100.0,402700.0
Airport ATM,2015-02-01,127,638900,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,702614.2857142857,142.0,507400.0,507400.0,556800.0
KK Nagar ATM,2015-02-01,124,716100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,665657.1428571428,127.0,638900.0,638900.0,974800.0
Christ College ATM,2015-02-01,177,775200,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,672185.7142857143,124.0,716100.0,716100.0,729500.0
Big Street ATM,2015-02-02,131,515400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,640800.0,177.0,775200.0,775200.0,735100.0
Mount Road ATM,2015-02-02,186,825500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,624657.1428571428,131.0,515400.0,515400.0,938500.0
Airport ATM,2015-02-02,112,402200,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,625814.2857142857,186.0,825500.0,825500.0,394100.0
KK Nagar ATM,2015-02-02,106,521400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,627814.2857142857,112.0,402200.0,402200.0,507400.0
Christ College ATM,2015-02-02,159,788900,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,649242.8571428572,106.0,521400.0,521400.0,638900.0
Big Street ATM,2015-02-03,123,504100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,618957.1428571428,159.0,788900.0,788900.0,716100.0
Mount Road ATM,2015-02-03,203,1063600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,660157.1428571428,123.0,504100.0,504100.0,775200.0
Airport ATM,2015-02-03,109,671000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,682385.7142857143,203.0,1063600.0,1063600.0,515400.0
KK Nagar ATM,2015-02-03,248,1177800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,732714.2857142857,109.0,671000.0,671000.0,825500.0
Christ College ATM,2015-02-03,174,1001800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,818371.4285714285,248.0,1177800.0,1177800.0,402200.0
Big Street ATM,2015-02-04,119,462100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,809900.0,174.0,1001800.0,1001800.0,521400.0
Mount Road ATM,2015-02-04,202,902100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,826071.4285714285,119.0,462100.0,462100.0,788900.0
Airport ATM,2015-02-04,116,569700,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,835442.8571428572,202.0,902100.0,902100.0,504100.0
KK Nagar ATM,2015-02-04,77,291400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,725128.5714285715,116.0,569700.0,569700.0,1063600.0
Christ College ATM,2015-02-04,110,552200,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,708157.1428571428,77.0,291400.0,291400.0,671000.0
Big Street ATM,2015-02-05,123,455400,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,604957.1428571428,110.0,552200.0,552200.0,1177800.0
Mount Road ATM,2015-02-05,210,1036600,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,609928.5714285715,123.0,455400.0,455400.0,1001800.0
Airport ATM,2015-02-05,121,495300,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,614671.4285714285,210.0,1036600.0,1036600.0,462100.0
KK Nagar ATM,2015-02-05,40,268400,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,524142.85714285716,121.0,495300.0,495300.0,902100.0
Christ College ATM,2015-02-05,149,691900,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,541600.0,40.0,268400.0,268400.0,569700.0
Big Street ATM,2015-02-06,100,274900,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,539242.8571428572,149.0,691900.0,691900.0,291400.0
Mount Road ATM,2015-02-06,195,967400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,598557.1428571428,100.0,274900.0,274900.0,552200.0
Airport ATM,2015-02-06,115,488200,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,603242.8571428572,195.0,967400.0,967400.0,455400.0
KK Nagar ATM,2015-02-06,67,335500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,503085.71428571426,115.0,488200.0,488200.0,1036600.0
Christ College ATM,2015-02-06,126,636900,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,523314.28571428574,67.0,335500.0,335500.0,495300.0
Big Street ATM,2015-02-07,112,350300,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,535014.2857142857,126.0,636900.0,636900.0,268400.0
Mount Road ATM,2015-02-07,198,865900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,559871.4285714285,112.0,350300.0,350300.0,691900.0
Airport ATM,2015-02-07,167,1228000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,696028.5714285715,198.0,865900.0,865900.0,274900.0
KK Nagar ATM,2015-02-07,112,523100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,632557.1428571428,167.0,1228000.0,1228000.0,967400.0
Christ College ATM,2015-02-07,144,676000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,659385.7142857143,112.0,523100.0,523100.0,488200.0
Big Street ATM,2015-02-08,138,430100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,672900.0,144.0,676000.0,676000.0,335500.0
Mount Road ATM,2015-02-08,164,571200,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,663514.2857142857,138.0,430100.0,430100.0,636900.0
Airport ATM,2015-02-08,123,514800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,687014.2857142857,164.0,571200.0,571200.0,350300.0
KK Nagar ATM,2015-02-08,62,252300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,599357.1428571428,123.0,514800.0,514800.0,865900.0
Christ College ATM,2015-02-08,131,620800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,512614.28571428574,62.0,252300.0,252300.0,1228000.0
Big Street ATM,2015-02-09,123,357800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,489000.0,131.0,620800.0,620800.0,523100.0
Mount Road ATM,2015-02-09,153,676000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,489000.0,123.0,357800.0,357800.0,676000.0
Airport ATM,2015-02-09,104,384300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,482457.14285714284,153.0,676000.0,676000.0,430100.0
KK Nagar ATM,2015-02-09,195,940600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,535228.5714285715,104.0,384300.0,384300.0,571200.0
Christ College ATM,2015-02-09,172,781000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,573257.1428571428,195.0,940600.0,940600.0,514800.0
Big Street ATM,2015-02-10,118,388300,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,592685.7142857143,172.0,781000.0,781000.0,252300.0
Mount Road ATM,2015-02-10,177,790700,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,616957.1428571428,118.0,388300.0,388300.0,620800.0
Airport ATM,2015-02-10,95,480700,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,634514.2857142857,177.0,790700.0,790700.0,357800.0
KK Nagar ATM,2015-02-10,108,493100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,608385.7142857143,95.0,480700.0,480700.0,676000.0
Christ College ATM,2015-02-10,119,527400,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,628828.5714285715,108.0,493100.0,493100.0,384300.0
